,articleID,headline,multimedia,newDesk,typeOfMaterial
1173,5ae2e6a1068401528a2ab062,Diary of a Co-op Board President,66.0,RealEstate,News
1174,5ae2e6a3068401528a2ab067,Slowed Growth  In the Economy  May Be a Blip,63.0,Business,News
1175,5ae2e6a6068401528a2ab06c,"Before Driving Off Cliff, Hart Family Left a Trail Of Cruelty and Abuse",65.0,National,News
1176,5ae2e6a4068401528a2ab06b,Stepping Outside the Dollhouse,68.0,Arts&Leisure,News
1177,5ae2ebfa068401528a2ab07a,Is Alkaline Water Really Better for You?,68.0,Well,News
1178,5ae2f124068401528a2ab088,"The World Owes One to France, Big Time",66.0,OpEd,Op-Ed
1179,5ae2f124068401528a2ab089,The Teachers??Revolt Spreads to Arizona,68.0,OpEd,Op-Ed
1180,5ae2f123068401528a2ab087,"To Beat Trump, Build A Better Biden",68.0,OpEd,Op-Ed
1181,5ae2f405068401528a2ab093,Unknown,68.0,Podcasts,briefing
1182,5ae2f4a4068401528a2ab099,The Disease Game,67.0,Well,News
1183,5ae2f4a6068401528a2ab09b,Unknown,68.0,Metro,briefing
1184,5ae310e3068401528a2ab0e8,Lawyer Who Offered Dirt on Clinton Is Tied To a Kremlin Official,68.0,Washington,News
1185,5ae3114d068401528a2ab0e9,What Do We Do With These Men?,68.0,OpEd,Op-Ed
1186,5ae315b9068401528a2ab0f4,Unknown,68.0,Washington,News
1187,5ae31ed9068401528a2ab112,This House Is Smart. Maybe a Little Too Smart.,65.0,RealEstate,News
1188,5ae321ac068401528a2ab11a,Unknown,68.0,National,briefing
1189,5ae322db068401528a2ab11f,Surefire Winner? Certain Bust? Let the Debates Begin,66.0,Sports,News
1190,5ae32fb8068401528a2ab14d,Two Reports on Meddling:  Choose Your Own Verdict,68.0,Washington,News
1191,5ae33dd8068401528a2ab182,A Financial Bill of Rights,68.0,OpEd,Op-Ed
1192,5ae33ed1068401528a2ab188,"A Fresh, Bright Way to Stir-Fry",68.0,Dining,News
1193,5ae34776068401528a2ab1aa,A Guide to What?™s Happening in North Korea,68.0,OpEd,Op-Ed
1194,5ae351be068401528a2ab1df,Plan to Storm Fence Gets Bloody Preview in Gaza,68.0,Foreign,News
1195,5ae35647068401528a2ab1f5,"A Deluxe Asparagus Frittata, Topped With Burrata",68.0,Dining,News
1196,5ae3644f068401528a2ab223,Merger Said To Be Close For T-Mobile And Sprint,68.0,Business,News
1197,5ae378bf068401528a2ab265,You?™ll Need a Lot of Popcorn,68.0,Culture,News
1198,5ae37de8068401528a2ab273,"Paid More Than His Boss, or Even His Boss?™s Boss",65.0,Science,News
1199,5ae39060068401528a2ab298,#MeToo Becomes #YouToo,68.0,Editorial,Editorial
1200,5ae39635068401528a2ab2a7,Nicaraguan Students in Revolt Now Face More Daunting Task,68.0,Foreign,News
1201,5ae39d4a068401528a2ab2b2,"Tracking Graft, From the Bootlegger to the Mayor",68.0,Metro,News
1202,5ae3c5b7068401528a2ab2ed,Kim Sells A Peace Bridge,68.0,OpEd,Op-Ed
1203,5ae3c8da068401528a2ab2f2,Yipes! They Canned the Chaplain,68.0,OpEd,Op-Ed
1204,5ae3d5a4068401528a2ab301,Good Going!,66.0,Games,News
1205,5ae4938f068401528a2ab3cf,Anxiety in G.O.P.  As Trump Scoffs  At Midterm Risks,68.0,Politics,News
1206,5ae494b6068401528a2ab3d2,Early Clues Placed Serial Killer Near the Police,68.0,National,News
1207,5ae49a85068401528a2ab3e0,Variety: Acrostic,0.0,Games,News
1208,5ae49b2f068401528a2ab3e1,"Women at Nike  Revolt, Forcing  Change at Last",68.0,Business,News
1209,5ae4aa35068401528a2ab3fc,"Against a Global Populist Tide, A Pope Is Remaking the Church",68.0,Foreign,News
1210,5ae4bdad068401528a2ab414,Why Trump Supporters Don?™t Mind His Lies,68.0,OpEd,Op-Ed
1211,5ae4bdb2068401528a2ab417,Trump: Our Cartoon Nobel Laureate,68.0,OpEd,Op-Ed
1212,5ae4bdc8068401528a2ab420,An Open Letter to Justice Kennedy,63.0,Editorial,Editorial
1213,5ae4bdb4068401528a2ab418,Alfie Evans and the Experts,68.0,OpEd,Op-Ed
1214,5ae4bdb4068401528a2ab419,I Want to Be Rich  And I?™m Not Sorry,68.0,OpEd,Op-Ed
1215,5ae4bdb9068401528a2ab41e,The Extinction of Gay Identity,66.0,OpEd,Op-Ed
1216,5ae4bdb5068401528a2ab41b,The End of Intelligence,68.0,OpEd,Op-Ed
1217,5ae4bdb5068401528a2ab41a,Did I Choose the Wrong College?,68.0,OpEd,Op-Ed
1218,5ae4eee3068401528a2ab44d,Mis-Unabbreviated,68.0,Games,News
1219,5ae5847a068401528a2ab4ca,Kim Says He?™d End Nuclear Pursuit For a U.S. Truce,68.0,Foreign,News
1220,5ae58998068401528a2ab4cd,Unknown,68.0,RealEstate,News
1221,5ae5eb1c068401528a2ab52f,Press Dinner?™s Comedy Act Sets Off Furor,68.0,Business,News
1222,5ae5f227068401528a2ab53c,Telecom Giants To Try Merging A Second Time,68.0,Business,News
1223,5ae5f793068401528a2ab542,"Tappan Zee Will Live On, Among Fluke and Porgies",68.0,Metro,News
1224,5ae60062068401528a2ab551,"150 Migrants Reach Border, Testing Trump",68.0,Foreign,News
1225,5ae60454068401528a2ab555,Allies Brace For Trade War As Deadline Draws Near,67.0,Business,News
1226,5ae617cf068401528a2ab56c,It?™s O.K. to Play in the Street,68.0,Culture,News
1227,5ae6331b068401528a2ab596,Learning the Lessons of Seattle,66.0,Business,News
1228,5ae63bb4068401528a2ab5a2,True-Blue Liberals Turn Race In Ohio Into 2020 Proxy Test,68.0,Politics,News
1229,5ae64063068401528a2ab5aa,And Underwear for All,68.0,Games,News
1230,5ae64063068401528a2ab5a9,What Kind of Potatoes?,0.0,Metro,News
1231,5ae64d4a068401528a2ab5bb,A Doug Jones for Tennessee. Maybe.,66.0,OpEd,Op-Ed
1233,5ae65b6b068401528a2ab5c5,The Sense of Justice That We?™re Losing,67.0,OpEd,Op-Ed
1234,5ae65bec068401528a2ab5c6,Transgender Ban?™s Problem ??Facts,66.0,Editorial,Editorial
1235,5ae65c3a068401528a2ab5c7,An Overdue Reckoning for Apu,66.0,Editorial,Editorial
1236,5ae65fc2068401528a2ab5cd,"Disarmament, Nuclear Deterrents And the Fall of Libya",67.0,Washington,News Analysis
1237,5ae66b84068401528a2ab5d5,Battle Was Always Uphill To Get Gun Laws Passed,68.0,National,News
1238,5ae678a4068401528a2ab5dd,"?˜Westworld??Season 2, Episode 2 Recap: No Judgment",68.0,Culture,Review
1239,5ae687de068401528a2ab5ed,"?˜Billions??Season 3, Episode 6 Recap: Eat or Be Eaten",68.0,Culture,Review
1240,5ae68dbf068401528a2ab5f5,"?˜Trust??Season 1, Episode 6 Recap: A Dead Body Focuses the Mind",68.0,Culture,Review
1241,5ae69505068401528a2ab5ff,"After Snow-Laden Nightmare, New Rules for Flights to J.F.K.",68.0,Metro,News
1242,5ae6a2da068401528a2ab618,When Your Team Is 15 Minutes From Dying,68.0,Sports,News
1243,5ae6b6bf068401528a2ab634,The Deadliest Day for Journalists in Afghanistan Since at Least 2002,68.0,Foreign,News
1244,5ae6cd04068401528a2ab64f,"Fearing Death, and Photographing the Rituals That Surround It",66.0,Photo,News
1245,5ae6db16068401528a2ab65b,A Book of Emails Women Love to Hate,68.0,Styles,News
1246,5ae6db18068401528a2ab65e,The Opaque World of Ownership by L.L.C.,68.0,Upshot,News
1247,5ae6db18068401528a2ab65d,Worried About Risky Teenage Behavior? Make School Tougher,68.0,Upshot,News
1248,5ae6db1e068401528a2ab665,They Survived a Massacre. Then Lawyers Started Calling.,68.0,National,News
1249,5ae6e223068401528a2ab66e,"What?™s Going On in This Picture? | April 30, 2018",66.0,Learning,News
1250,5ae6e5a2068401528a2ab679,"Happy Birthday, Karl Marx. You Were Right!",68.0,OpEd,Op-Ed
1251,5ae6e5a2068401528a2ab67a,Sex and Shame: What Incels and Jihadists Have in Common,68.0,OpEd,Op-Ed
1252,5ae6e923068401528a2ab685,Unknown,66.0,Well,News
1253,5ae6e923068401528a2ab684,Unknown,68.0,Metro,briefing
1254,5ae6e923068401528a2ab683,"On Being an Orphan, Frequently",66.0,Well,News
1255,5ae6ee82068401528a2ab699,Pompeo  Supports Israelis On Gaza,68.0,Foreign,News
1256,5ae6f1fa068401528a2ab6a6,Do You Gamify Your Life?,67.0,Learning,News
1258,5ae6f8d0068401528a2ab6b6,"Feeling It Has an Edge, China Sets a Hard Line on U.S. Trade Demands",68.0,Business,News
1259,5ae708c8068401528a2ab6e6,Unknown,68.0,Business,News
1260,5ae729d0068401528a2ab74f,"Ditch the Wheelchair, or Find a New Place",66.0,Science,News
1261,5ae732f5068401528a2ab76e,Tokyo in Texas: Distinctive Japanese Food Is Thriving in Austin,68.0,Dining,News
1263,5ae73ab5068401528a2ab786,Does the Ending of ?˜Avengers: Infinity War??Spoil Itself?,67.0,Culture,News
1264,5ae74291068401528a2ab79a,Unknown,68.0,Dining,News
1265,5ae745e2068401528a2ab7aa,A Documenter of Afghan Victims Becomes One,68.0,Foreign,News
1266,5ae76aaf068401528a2ab804,Parenting the Fortnite Addict,68.0,Well,News
1267,5ae76cd6068401528a2ab809,Unknown,68.0,Business,News
1268,5ae76fcc068401528a2ab818,Philosophy Pays Off,68.0,OpEd,Op-Ed
1269,5ae77514068401528a2ab824,Disappearances Highlight the Military?™s Role in Mexico?™s Drug War,68.0,Foreign,News
1270,5ae77c97068401528a2ab835,Israel Says Secret Documents Detail Iran?™s Atomic Subterfuge,68.0,Foreign,News
1271,5ae788d2068401528a2ab85c,Investment Holds Steady After Tax Cut,68.0,Business,News
1272,5ae791e4068401528a2ab876,God Save the Q,0.0,Metro,News
1273,5ae79a1a068401528a2ab88b,Let?™s Look Inside,66.0,Science,News
1274,5ae79ecd068401528a2ab893,How?™s That Tax Cut Working Out?,68.0,OpEd,Op-Ed
1275,5ae79f0c068401528a2ab894,Border Standoff Eases As U.S. Officials Allow Eight to Seek Asylum,68.0,Foreign,News
1276,5ae7a00b068401528a2ab896,The Place That Assumes Beauty,68.0,OpEd,Op-Ed
1277,5ae7a68c068401528a2ab8a5,Another Telecom Mega-Merger,68.0,Editorial,Editorial
1278,5ae7a6c6068401528a2ab8a8,"Facebook Tightens Privacy Policy, and App Makers Are Feeling the Pinch",68.0,Business,News
1279,5ae7a739068401528a2ab8a9,Truth vs. Power In the Russia Investigation,68.0,OpEd,Op-Ed
1280,5ae7ab82068401528a2ab8ae,?˜It Couple??Ride Trump Wave Dividing the G.O.P.,67.0,Washington,News
1281,5ae7ae83068401528a2ab8b3,U.S. Delaying Start of Tariffs For Key Allies,68.0,Business,News
1282,5ae7aebe068401528a2ab8b4,U.S. May Limit Access for Chinese Researchers,68.0,Business,News
1283,5ae7b159068401528a2ab8ba,Sheldon Silver Retrial Revisits Fraud Case,68.0,Metro,News
1284,5ae7b224068401528a2ab8bb,Gig Economy Dealt a Blow By a Ruling In California,67.0,Business,News
1285,5ae7b6a5068401528a2ab8c3,Cardinal Faces Trial On Charges Of Sex Abuse,68.0,Foreign,News
1286,5ae7b8d5068401528a2ab8c6,"The Questions, With Context",68.0,Washington,News
1287,5ae7b8e9068401528a2ab8c7,Questions for President Show Depth of Inquiry Into Russian Meddling,68.0,Washington,News
1288,5ae7ca23068401528a2ab8e3,Watch Out for the Obstacles,68.0,Games,News
1289,5ae82b68068401528a2ab966,A Competitive Team Sport. For Your Dog.,68.0,Well,News
1290,5ae82c97068401528a2ab96c,"Dear Match Book: Fiction that Takes Us Back to Our Roots//Lush Historical Fiction, Rooted in Nature//Novels Steeped in Nature and History//Ancient History Reimagined//Jurassic Classics//",66.0,BookReview,News
1291,5ae82c93068401528a2ab969,This Common Question Reinforces the Gender Pay Gap,68.0,Upshot,News
1292,5ae82c95068401528a2ab96b,"Anna, Llama and Me",65.0,Well,News
1293,5ae82c9d068401528a2ab96d,Gen. Michael Hayden Has One Regret: Russia,66.0,Magazine,News
1294,5ae82c9f068401528a2ab96f,There Is Nothin??Like a Tune,68.0,BookReview,Review
1295,5ae82ca3068401528a2ab97a,Unknown,68.0,Culture,News
